"","V1","id","uuid","oem","form_factor","os.grep","Segment","Vertical","industry","G22Row","continent","email","born_on_year","born_on_year_group","device_count","device_count_group","physical_server_count","physical_server_group","Employees","pc_count","pcs","program_1","program_2","program_3","program_4","program_5","program_6","program_7","program_8","program_9","program_10","program_11","program_12","program_13","program_14","program_15","program_16","program_17","program_18","program_19","program_20","program_21","program_22","program_23","program_24","program_25","program_26","program_27","program_28","program_29","program_30","program_31","program_32","program_33","ms_count","total_prog_count","percent_ms_prog","ms_fan"
"6313","6313",4970667,"22ffe10080d0f9ea83928dc1bf2e1e0e","dell","d","windows 7","PUB","Public","government","US","America_North",1,2011,"2010-2014",1,"1",8,"5-9","50-99",55,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6314","6314",4970839,"23ae3c5afe9895cbeadd83c894562a7e","asustek","d","windows 7","MM","it services","software","US","America_North",1,2010,"2010-2014",1,"1",14,"10-19","100-499",344,"250-499",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0.6,"yes"
"6315","6315",4970867,"238dfeac3299c5ed058d1a57852b7425","dell","l","windows 7","MM","Unclassified","other","Germany","Europe",1,2014,"2010-2014",1,"1",5,"5-9","50-99",46,"25-49",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6316","6316",4971418,"233cf27c65a3220d18c3e5de58689ade","lenovo","l","windows 7","MM","Distribution & Services","human resources","Italy","Europe",1,2010,"2010-2014",1,"1",NA,NA,"100-499",47,"25-49",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0.4,"no"
"6317","6317",4971698,"23a3ee57eb0b575f44a578f849d7e227","hp","d","windows 7","MM","Distribution & Services","other","US","America_North",1,2013,"2010-2014",1,"1",84,"50+","100-499",103,"50-249",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6318","6318",4971700,"242ae8537f97f14dfa6e46f460fc9b1d","hp","l","windows 7","MM","Manufacturing & Resources","construction","Rest of MEA","Asia",1,2013,"2010-2014",1,"1",1,"1-4","100-499",262,"250-499",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"6319","6319",4971961,"232c5a6a237ec5395504205309abb167","dell","d","windows xp","MM","Manufacturing & Resources","manufacturing","US","America_North",1,2004,"2000-2004",1,"1",11,"10-19","100-499",237,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6320","6320",4972355,"231bb99f5543f577482fdc0159f10609","lenovo","l","windows 10","MM","it services","software","Germany","Europe",1,2015,"2015+",1,"1",20,"20-29","50-99",53,"50-249",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,7,0.428571428571429,"no"
"6321","6321",4972526,"23b27c65cbee7bf2837fd6d293cb0d1d","hp","d","windows xp","ENT","distribution & services","retail","Canada","America_North",1,2005,"2005-2009",1,"1",4,"1-4","500-999",611,"500+",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"6322","6322",4972559,"2358755ecb34d2886e01ad6448dd86fb","hp","l","windows 7","MM","Financial Services","insurance","Rest of MEA","Asia",1,2012,"2010-2014",1,"1",6,"5-9","100-499",168,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"6323","6323",4972683,"23d9014b262c6dd7bacc3b8b489bfd1e","hp","l","windows xp","MM","it services","software","Germany","Europe",1,2008,"2005-2009",1,"1",10,"10-19","100-499",196,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.75,"yes"
"6324","6324",4973795,"2322ba94bcf526182191759781e5bda7","dell","d","windows xp","MM","Distribution & Services","engineering","US","America_North",1,2005,"2005-2009",1,"1",29,"20-29","100-499",281,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"6325","6325",4974164,"23b6b8dc9b7d3de6c3dc9e183123c678","hp","d","windows 7","MM","it services","it service provider","Canada","America_North",1,2009,"2005-2009",2,"2",2,"1-4","50-99",61,"50-249",0,0,2,0,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,"yes"
"6326","6326",4975587,"236f3491feb3030511faf81e141d93a1","lenovo","l","windows 7","MM","manufacturing & resources","retail","Rest of WE","Europe",1,2007,"2005-2009",1,"1",21,"20-29","100-499",127,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"6327","6327",4976345,"23ae362a65255462c5ca7db1190ae8b4","hp","d","windows xp","PUB","Public","government","US","America_North",1,2007,"2005-2009",2,"2",NA,NA,"100-499",463,"250-499",0,2,2,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0.666666666666667,"yes"
"6328","6328",4976757,"23267198453714c9ddc7a62017aa6fc2","other","d","windows xp","MM","Distribution & Services","retail","China","Asia",1,2007,"2005-2009",1,"1",3,"1-4","100-499",235,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6329","6329",4977053,"23b27c65cbee7bf2837fd6d293cb0d1d","hp","d","windows 7","ENT","distribution & services","retail","Canada","America_North",1,2008,"2005-2009",18,"10-19",4,"1-4","500-999",611,"500+",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1,"yes"
"6330","6330",4977393,"2322ba94bcf526182191759781e5bda7","dell","d","windows 7","MM","Distribution & Services","engineering","US","America_North",1,2012,"2010-2014",1,"1",29,"20-29","100-499",281,"250-499",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.75,"yes"
"6331","6331",4978469,"22f3193e693a16070b1e7077176f2f90","dell","d","windows 7","MM","Health","healthcare","US","America_North",1,2012,"2010-2014",1,"1",6,"5-9","100-499",110,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6332","6332",4978715,"22efe452952f8c1ac376f9dc86eb7370","lenovo","d","windows 7","MM","Distribution & Services","retail","US","America_North",1,2010,"2010-2014",1,"1",8,"5-9","100-499",160,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6333","6333",4979668,"245819c437d54dae164b596f44fd6f62","lenovo","l","windows 7","ENT","Health","healthcare","US","America_North",1,2011,"2010-2014",1,"1",NA,NA,"1000+",1294,"500+",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6334","6334",4980219,"23b5e01c739ff3c8ea15f15eb19fb5fd","hp","l","windows 7","PUB","Public","government","Rest of WE","Europe",1,2012,"2010-2014",1,"1",2,"1-4","50-99",33,"25-49",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6335","6335",4980569,"24391939ef21f2413c57f00a851b1f62","dell","d","windows 7","MM","distribution & services","other","US","America_North",1,2011,"2010-2014",1,"1",19,"10-19","100-499",188,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6336","6336",4981709,"23280a43431de15e6902d28ff10a5e2b","dell","d","windows 7","MM","financial services","finance","US","America_North",1,2012,"2010-2014",1,"1",4,"1-4","100-499",154,"50-249",0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,"yes"
"6337","6337",4982419,"22e911c427bc1f30660a9fd1a0d97e9a","dell","d","windows xp","MM","distribution & services","consulting","US","America_North",1,2004,"2000-2004",1,"1",4,"1-4","100-499",264,"250-499",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"yes"
"6338","6338",4982681,"2344a2a0b9251c44f5ced8b9f95c7f52","dell","d","windows 7","MM","Manufacturing & Resources","engineering","US","America_North",1,2012,"2010-2014",1,"1",19,"10-19","100-499",219,"50-249",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6339","6339",4983193,"232ec7407298cdc01ac18bd5f52ae117","lenovo","l","windows 7","MM","unclassified","other","Rest of WE","Europe",1,2015,"2015+",1,"1",14,"10-19","1000+",334,"250-499",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6340","6340",4983229,"22e911c427bc1f30660a9fd1a0d97e9a","dell","d","windows 7","MM","distribution & services","consulting","US","America_North",1,2012,"2010-2014",1,"1",4,"1-4","100-499",264,"250-499",0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,"yes"
"6341","6341",4983503,"245819c437d54dae164b596f44fd6f62","lenovo","d","windows 7","ENT","Health","healthcare","US","America_North",1,2013,"2010-2014",1,"1",NA,NA,"1000+",1294,"500+",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"yes"
"6342","6342",4983592,"249c2307441993df714868517a71deb3","dell","d","windows 7","MM","Manufacturing & Resources","manufacturing","Rest of CEE","Europe",1,2016,"2015+",1,"1",10,"10-19","50-99",57,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.75,"yes"
"6343","6343",4983696,"22f6c070be1676bed9243f8e4c61be83","dell","l","windows xp","ENT","Manufacturing & Resources","engineering","US","America_North",1,2010,"2010-2014",1,"1",24,"20-29","1000+",1027,"500+",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6344","6344",4983944,"237b4d936064d685129d44804f5870f2","dell","l","windows 10","MM","Unclassified","other","US","America_North",1,2013,"2010-2014",1,"1",2,"1-4","100-499",154,"50-249",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6345","6345",4984128,"238c8ab9db17b84deabc6782bf9f1e1d","dell","d","windows xp","MM","Distribution & Services","consulting","US","America_North",1,2004,"2000-2004",1,"1",6,"5-9","100-499",222,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"6346","6346",4984467,"2389b43de5ae731e6fde77c17dd17d26","hp","d","windows xp","PUB","Public","government","US","America_North",1,2007,"2005-2009",1,"1",2,"1-4","500-999",349,"250-499",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6347","6347",4984944,"2352a22067b7713a9ec669f14cf8ea30","lenovo","d","windows 8","MM","Manufacturing & Resources","engineering","UK","Europe",1,2015,"2015+",1,"1",23,"20-29","100-499",222,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"6348","6348",4985121,"23757a573c926ac9cb94ed7af5921f6d","dell","l","windows 7","MM","Manufacturing & Resources","engineering","US","America_North",1,2012,"2010-2014",1,"1",9,"5-9","500-999",421,"250-499",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.75,"yes"
"6349","6349",4985489,"232fd2fde196a6f05cc2ee6072b5d8b7","dell","l","windows 7","MM","Unclassified","other","Rest of Latam","America_South",1,2007,"2005-2009",1,"1",37,"30-49","500-999",393,"250-499",1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,"yes"
"6350","6350",4985871,"23542076855194a522325bb86110dcb5","dell","l","windows 7","MM","manufacturing & resources","manufacturing","US","America_North",1,2016,"2015+",1,"1",65,"50+","500-999",431,"250-499",0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0.714285714285714,"yes"
"6351","6351",4986275,"22e759267918bcc069b5088b577fb71a","hp","l","windows 7","MM","Financial Services","insurance","Rest of Latam","America_South",1,2015,"2015+",1,"1",7,"5-9","100-499",240,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0.6,"yes"
"6352","6352",4986927,"22e759267918bcc069b5088b577fb71a","hp","l","windows 7","MM","Financial Services","insurance","Rest of Latam","America_South",1,2015,"2015+",1,"1",7,"5-9","100-499",240,"50-249",0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,8,0.75,"yes"
"6353","6353",4986990,"24299a36b6cdee0ee7a3a565fc6293b0","lenovo","d","windows 7","MM","it services","it service provider","Spain","Europe",1,2012,"2010-2014",1,"1",8,"5-9","50-99",63,"50-249",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6354","6354",4987126,"242323e56d2bb105c77860c810756276","lenovo","l","windows 7","ENT","Unclassified","other","Rest of Latam","America_South",1,2011,"2010-2014",1,"1",14,"10-19","500-999",813,"500+",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6355","6355",4987237,"236f3491feb3030511faf81e141d93a1","fujitsu","d","windows 7","MM","manufacturing & resources","retail","Rest of WE","Europe",1,2016,"2015+",1,"1",21,"20-29","100-499",127,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"6356","6356",4987471,"23bbf0f330e000acfe36ed3b94eb7391","dell","l","windows 7","MM","distribution & services","construction","Poland","Europe",1,2010,"2010-2014",1,"1",13,"10-19","100-499",302,"250-499",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0.5,"no"
"6357","6357",4987922,"23ae3c5afe9895cbeadd83c894562a7e","dell","l","windows 7","MM","it services","software","US","America_North",1,2010,"2010-2014",1,"1",14,"10-19","100-499",344,"250-499",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6358","6358",4988117,"234e65155dfde27447071c9dc118abf1","hp","d","windows xp","MM","distribution & services","finance","US","America_North",1,2002,"2000-2004",1,"1",5,"5-9","100-499",101,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6359","6359",4989045,"2405466bbdc5402f06b6b44e63d40e01","other","l","windows xp","MM","IT Services","software","Canada","America_North",1,2006,"2005-2009",1,"1",72,"50+","100-499",82,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"6360","6360",4990796,"238403551e0602e93a0848f0a9eadb0b","dell","l","windows 7","PUB","public","government","US","America_North",1,2015,"2015+",1,"1",8,"5-9","100-499",159,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0.333333333333333,"no"
"6361","6361",4991018,"24d1ce4a193b46623e6ae4da7b17018f","other","l","windows 7","ENT","it services","it service provider","Rest of Latam","America_South",1,2010,"2010-2014",1,"1",33,"30-49","500-999",600,"500+",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"6362","6362",4991613,"23212a9d93a17013cef17238c784b03f","dell","d","windows 7","MM","health","healthcare","South Africa","Africa",1,2015,"2015+",5,"4-9",20,"20-29","100-499",207,"50-249",0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,"yes"
"6363","6363",4992201,"22e02d9cc1bad4c22a22e6c215a8b7ed","dell","d","windows 7","MM","Manufacturing & Resources","manufacturing","US","America_North",1,2014,"2010-2014",2,"2",7,"5-9","100-499",179,"50-249",0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.666666666666667,"yes"
"6364","6364",4993451,"236f3491feb3030511faf81e141d93a1","fujitsu","l","windows 7","MM","manufacturing & resources","retail","Rest of WE","Europe",1,2009,"2005-2009",1,"1",21,"20-29","100-499",127,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6365","6365",4993564,"23542076855194a522325bb86110dcb5","dell","l","windows 7","MM","manufacturing & resources","manufacturing","US","America_North",1,2016,"2015+",2,"2",65,"50+","500-999",431,"250-499",0,0,0,0,2,0,4,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0.666666666666667,"yes"
"6366","6366",4993705,"23600e037c6a0f5ccf217156e5601214","dell","d","windows 7","MM","Financial Services","finance","US","America_North",1,2014,"2010-2014",1,"1",3,"1-4","50-99",61,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"6367","6367",4994361,"232042b9f489f21002ff107c8f894b97","dell","d","windows 7","MM","Health","healthcare","US","America_North",1,2010,"2010-2014",1,"1",3,"1-4","100-499",83,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6368","6368",4994584,"2356387416ddb9d054d4cc7d692157b8","dell","d","windows 7","PUB","Public","education","US","America_North",0,2009,"2005-2009",1,"1",36,"30-49","500-999",780,"500+",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"6369","6369",4994761,"22f6c070be1676bed9243f8e4c61be83","dell","l","windows 7","ENT","Manufacturing & Resources","engineering","US","America_North",1,2013,"2010-2014",1,"1",24,"20-29","1000+",1027,"500+",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.75,"yes"
"6370","6370",4994875,"239cd1cc6c3732a67035244ed9083304","lenovo","d","windows 7","MM","manufacturing & resources","engineering","Canada","America_North",1,2015,"2015+",1,"1",4,"1-4","100-499",272,"250-499",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.75,"yes"
"6371","6371",4995414,"23d9014b262c6dd7bacc3b8b489bfd1e","hp","d","windows 7","MM","it services","software","Germany","Europe",1,2012,"2010-2014",1,"1",10,"10-19","100-499",196,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"6372","6372",4995554,"23a1aa2fdce18f62a0d9173cdbbc5f0c","dell","d","windows 7","MM","Health","healthcare","US","America_North",0,2014,"2010-2014",1,"1",17,"10-19","100-499",157,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6373","6373",4995676,"24019b5750adf3b220dccfd7d92d34d5","dell","d","windows 7","PUB","Public","government","US","America_North",0,2008,"2005-2009",1,"1",30,"30-49","100-499",173,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6374","6374",4995882,"232a88b708a21b9222054d1df23fdb57","hp","d","windows xp","MM","Health","healthcare","Italy","Europe",1,2008,"2005-2009",1,"1",33,"30-49","100-499",101,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6375","6375",4996027,"23c1d4fdcdbfb110efa5425744490ec4","dell","l","windows 7","MM","Distribution & Services","marketing","US","America_North",1,2012,"2010-2014",1,"1",5,"5-9","50-99",56,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.333333333333333,"no"
"6376","6376",4996391,"2322ba94bcf526182191759781e5bda7","dell","l","windows 7","MM","Distribution & Services","engineering","US","America_North",1,2015,"2015+",1,"1",29,"20-29","100-499",281,"250-499",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6377","6377",4997072,"2358755ecb34d2886e01ad6448dd86fb","hp","l","windows 8","MM","Financial Services","insurance","Rest of MEA","Asia",1,2011,"2010-2014",1,"1",6,"5-9","100-499",168,"50-249",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"6378","6378",4997260,"23285270df186fa36d2ef718ee8cb177","other","d","windows 7","MM","Distribution & Services","retail","Canada","America_North",1,2013,"2010-2014",1,"1",NA,NA,"50-99",43,"25-49",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,4,0.5,"no"
"6379","6379",4997532,"234d68e8a754d5bedd908c17b2c0bb5b","dell","d","windows xp","MM","Distribution & Services","retail","US","America_North",1,2011,"2010-2014",1,"1",5,"5-9","100-499",101,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6380","6380",4997894,"22e29c0c8f2a7cf615abb00dac25ddf9","lenovo","d","windows 7","PUB","Public","education","US","America_North",0,2012,"2010-2014",4,"4-9",9,"5-9","1000+",807,"500+",0,0,0,0,4,0,0,0,0,0,0,0,0,12,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,28,0.714285714285714,"yes"
"6381","6381",4998691,"23285c63249198ff01a49a7950bc36c4","lenovo","d","windows 7","MM","manufacturing & resources","manufacturing","Canada","America_North",1,2010,"2010-2014",1,"1",15,"10-19","100-499",330,"250-499",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6382","6382",4998718,"245819c437d54dae164b596f44fd6f62","ibm","d","windows xp","ENT","Health","healthcare","US","America_North",1,2007,"2005-2009",1,"1",NA,NA,"1000+",1294,"500+",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"6383","6383",4998868,"23280a43431de15e6902d28ff10a5e2b","dell","d","windows 7","MM","financial services","finance","US","America_North",1,2014,"2010-2014",1,"1",4,"1-4","100-499",154,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0.166666666666667,"no"
"6384","6384",4999021,"23a3d4de7221e2cadb296641cb2aa8aa","dell","l","windows 7","MM","Manufacturing & Resources","engineering","India","Asia",1,2010,"2010-2014",1,"1",20,"20-29","100-499",293,"250-499",0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0.714285714285714,"yes"
"6385","6385",4999671,"2320ff042687f3534e61c67dce477f78","other","d","windows 7","MM","Manufacturing & Resources","engineering","Poland","Europe",1,2010,"2010-2014",1,"1",1,"1-4","50-99",43,"25-49",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0.75,"yes"
"6386","6386",5000100,"234a9f3a743a85e10f7143b40f4eb476","dell","d","windows 7","MM","Health","healthcare","UK","Europe",1,2008,"2005-2009",1,"1",NA,NA,"100-499",302,"250-499",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6387","6387",5000257,"23c326c6c61f2a888d507522eed8de5e","hp","d","windows xp","MM","IT Services","it service provider","Spain","Europe",1,2005,"2005-2009",1,"1",2,"1-4","10-49",32,"25-49",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"6388","6388",5000286,"237e30f40c3794293e07de5af2c39c1e","toshiba","l","windows 7","MM","Distribution & Services","consulting","US","America_North",1,2011,"2010-2014",1,"1",5,"5-9","50-99",61,"50-249",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1,"yes"
"6389","6389",5000317,"2322ba94bcf526182191759781e5bda7","dell","d","windows xp","MM","Distribution & Services","engineering","US","America_North",1,2008,"2005-2009",1,"1",29,"20-29","100-499",281,"250-499",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
