"","V1","id","uuid","oem","form_factor","os.grep","Segment","Vertical","industry","G22Row","continent","email","born_on_year","born_on_year_group","device_count","device_count_group","physical_server_count","physical_server_group","Employees","pc_count","pcs","program_1","program_2","program_3","program_4","program_5","program_6","program_7","program_8","program_9","program_10","program_11","program_12","program_13","program_14","program_15","program_16","program_17","program_18","program_19","program_20","program_21","program_22","program_23","program_24","program_25","program_26","program_27","program_28","program_29","program_30","program_31","program_32","program_33","ms_count","total_prog_count","percent_ms_prog","ms_fan"
"622","622",2169309,"23280a43431de15e6902d28ff10a5e2b","dell","d","windows 7","MM","financial services","finance","US","America_North",1,2014,"2010-2014",12,"10-19",4,"1-4","100-499",154,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0.5,"no"
"623","623",2169310,"23280a43431de15e6902d28ff10a5e2b","dell","d","windows xp","MM","financial services","finance","US","America_North",1,2008,"2005-2009",1,"1",4,"1-4","100-499",154,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"624","624",2169311,"23280a43431de15e6902d28ff10a5e2b","dell","l","windows 7","MM","financial services","finance","US","America_North",1,2010,"2010-2014",1,"1",4,"1-4","100-499",154,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"625","625",2169312,"23280a43431de15e6902d28ff10a5e2b","dell","l","windows 7","MM","financial services","finance","US","America_North",1,2015,"2015+",1,"1",4,"1-4","100-499",154,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"626","626",2169313,"23280a43431de15e6902d28ff10a5e2b","dell","d","windows 7","MM","financial services","finance","US","America_North",1,2007,"2005-2009",1,"1",4,"1-4","100-499",154,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"627","627",2169315,"23280a43431de15e6902d28ff10a5e2b","other","d","windows xp","MM","financial services","finance","US","America_North",1,2001,"2000-2004",2,"2",4,"1-4","100-499",154,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"628","628",2173283,"237ebf2dd09c8a9dc1c509e8e645bbe0","other","d","windows 7","MM","manufacturing & resources","manufacturing","Rest of APAC","Asia",1,2013,"2010-2014",1,"1",6,"5-9","100-499",156,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"629","629",2173838,"23a3d4de7221e2cadb296641cb2aa8aa","hp","d","windows 7","MM","Manufacturing & Resources","engineering","India","Asia",1,2011,"2010-2014",1,"1",20,"20-29","100-499",293,"250-499",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,"yes"
"630","630",2178738,"24bc7bfce8089303282de38d9db09e8a","hp","l","windows 8","MM","IT Services","it service provider","Rest of CEE","Europe",1,2011,"2010-2014",1,"1",2,"1-4","100-499",43,"25-49",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"631","631",2178910,"23542076855194a522325bb86110dcb5","dell","d","windows 7","MM","manufacturing & resources","manufacturing","US","America_North",1,2011,"2010-2014",1,"1",65,"50+","500-999",431,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"yes"
"632","632",2179567,"236028e3abfc3fa96a75930d075d8f88","dell","d","windows 7","SB","Distribution & Services","transportation","US","America_North",1,2015,"2015+",1,"1",1,"1-4","10-49",10,"5-24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"633","633",2180055,"22e8176aeabb1e0f30174ca442af7331","hp","l","windows 7","MM","IT Services","it service provider","US","America_North",1,2015,"2015+",1,"1",3,"1-4","100-499",109,"50-249",0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0.714285714285714,"yes"
"634","634",2180589,"23f73f48d902b9d3185365fbed85df54","dell","d","windows xp","PUB","public","healthcare","Rest of Latam","America_South",1,2008,"2005-2009",1,"1",23,"20-29","500-999",648,"500+",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"635","635",2181950,"23c0bf5e7ebc82f5bc677f15970efb89","dell","d","windows 8","PUB","Public","education","US","America_North",1,2008,"2005-2009",5,"4-9",5,"5-9","500-999",416,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,"yes"
"636","636",2190076,"23afeb49f05dd31bedc6203293ccb5c8","other","d","windows 7","MM","Unclassified","other","Rest of APAC","Asia",1,2013,"2010-2014",1,"1",5,"5-9","100-499",95,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"637","637",2191593,"23a46c47c53af845d48c73b3cf1f21f8","dell","d","windows 7","MM","distribution & services","healthcare","US","America_North",1,2014,"2010-2014",1,"1",15,"10-19","100-499",108,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"638","638",2191765,"23c65b0d19c9f09f5507d79506441e29","hp","d","windows 7","MM","Manufacturing & Resources","construction","Rest of APAC","Asia",1,2009,"2005-2009",1,"1",30,"30-49","500-999",397,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.2,"no"
"639","639",2191855,"23c0bf5e7ebc82f5bc677f15970efb89","dell","d","windows 7","PUB","Public","education","US","America_North",1,2014,"2010-2014",3,"3",5,"5-9","500-999",416,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.5,"no"
"640","640",2191941,"23542076855194a522325bb86110dcb5","dell","d","windows 10","MM","manufacturing & resources","manufacturing","US","America_North",1,2016,"2015+",1,"1",65,"50+","500-999",431,"250-499",0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.666666666666667,"yes"
"641","641",2192169,"22e543d707a79c757f167b70cff2f7d5","other","l","windows 7","PUB","Public","government","US","America_North",1,2013,"2010-2014",1,"1",6,"5-9","100-499",69,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0.5,"no"
"642","642",2192251,"23277a8503eda06280858c9eb02e96af","dell","l","windows 7","MM","Distribution & Services","marketing","UK","Europe",1,2015,"2015+",1,"1",NA,NA,"50-99",87,"50-249",0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,0.571428571428571,"yes"
"643","643",2192410,"23a1a7d08568a220cbd9917e27111f80","dell","d","windows xp","ENT","distribution & services","retail","UK","Europe",1,2011,"2010-2014",1,"1",40,"30-49","500-999",769,"500+",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"644","644",2193299,"22edfaefa2e7f909accb2ba0695dda2b","dell","l","windows 7","MM","unclassified","other","UK","Europe",1,2014,"2010-2014",1,"1",13,"10-19","100-499",253,"250-499",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0.4,"no"
"645","645",2194021,"23aef9c25787834bc0fe567f0352e857","hp","d","windows xp","MM","Unclassified","unknown","Netherlands","Europe",1,2006,"2005-2009",1,"1",3,"1-4","50-99",37,"25-49",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"yes"
"646","646",2195263,"240540cf3caa7968cbcd256d410f22b0","toshiba","l","windows 10","ENT","it services","software","Rest of WE","Europe",1,2009,"2005-2009",1,"1",64,"50+","500-999",557,"500+",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0.6,"yes"
"647","647",2195788,"23285270df186fa36d2ef718ee8cb177","other","d","windows 10","MM","Distribution & Services","retail","Canada","America_North",1,2013,"2010-2014",1,"1",NA,NA,"50-99",43,"25-49",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0.333333333333333,"no"
"648","648",2196254,"237b4d936064d685129d44804f5870f2","other","d","windows 7","MM","Unclassified","other","US","America_North",1,2011,"2010-2014",1,"1",2,"1-4","100-499",154,"50-249",1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,9,0.666666666666667,"yes"
"649","649",2196535,"245819c437d54dae164b596f44fd6f62","lenovo","d","windows xp","ENT","Health","healthcare","US","America_North",1,2012,"2010-2014",1,"1",NA,NA,"1000+",1294,"500+",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"yes"
"650","650",2196746,"239904391d88b9e8045efdf93f79c41e","dell","d","windows 7","MM","Manufacturing & Resources","energy","France","Europe",1,2010,"2010-2014",1,"1",5,"5-9","100-499",195,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"651","651",2197511,"23a1aa2fdce18f62a0d9173cdbbc5f0c","dell","d","windows 7","MM","Health","healthcare","US","America_North",0,2010,"2010-2014",2,"2",17,"10-19","100-499",157,"50-249",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"yes"
"652","652",2197837,"23c1d4fdcdbfb110efa5425744490ec4","dell","l","windows 7","MM","Distribution & Services","marketing","US","America_North",1,2011,"2010-2014",1,"1",5,"5-9","50-99",56,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0.166666666666667,"no"
"653","653",2198376,"23793681988d01c9192c9d64c8d4f217","hp","d","windows 7","MM","Distribution & Services","finance","US","America_North",1,2013,"2010-2014",1,"1",6,"5-9","100-499",195,"50-249",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"654","654",2198495,"23b8e7d0853d45e5155977a08ee0708e","hp","d","windows xp","MM","Unclassified","other","Rest of MEA","Asia",1,2004,"2000-2004",1,"1",23,"20-29","100-499",161,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"655","655",2198866,"245819c437d54dae164b596f44fd6f62","lenovo","d","windows xp","ENT","Health","healthcare","US","America_North",1,2012,"2010-2014",1,"1",NA,NA,"1000+",1294,"500+",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"656","656",2198907,"2322ba94bcf526182191759781e5bda7","dell","l","windows xp","MM","Distribution & Services","engineering","US","America_North",1,2006,"2005-2009",1,"1",29,"20-29","100-499",281,"250-499",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"657","657",2199763,"238cf026d838ee0c38575fbae2aa0596","asustek","d","windows 10","MM","Unclassified","other","Italy","Europe",1,2014,"2010-2014",1,"1",2,"1-4","100-499",373,"250-499",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,0.5,"no"
"658","658",2200714,"237d7ac12dc1f92027e2f220eee2b26a","dell","d","windows xp","ENT","Health","healthcare","UK","Europe",1,2008,"2005-2009",7,"4-9",20,"20-29","1000+",1387,"500+",0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,1,"yes"
"659","659",2201546,"23c27568ab8e0bb07d6ec3943917201f","dell","l","windows 7","MM","Financial Services","finance","US","America_North",1,2010,"2010-2014",1,"1",17,"10-19","100-499",187,"50-249",0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0.714285714285714,"yes"
"660","660",2201825,"233c3524199196cf3f72d2c2466c38d7","ibm","l","windows xp","MM","Distribution & Services","marketing","UK","Europe",1,2003,"2000-2004",1,"1",16,"10-19","100-499",206,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"yes"
"661","661",2202328,"23a3d4de7221e2cadb296641cb2aa8aa","hp","d","windows 7","MM","Manufacturing & Resources","engineering","India","Asia",1,2014,"2010-2014",1,"1",20,"20-29","100-499",293,"250-499",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"662","662",2202774,"2388c21da16e8a581f5be4351daca65e","dell","l","windows 7","MM","Distribution & Services","consulting","Mexico","America_North",1,2012,"2010-2014",1,"1",8,"5-9","10-49",29,"25-49",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0.6,"yes"
"663","663",2203013,"23757a573c926ac9cb94ed7af5921f6d","dell","l","windows 7","MM","Manufacturing & Resources","engineering","US","America_North",1,2015,"2015+",1,"1",9,"5-9","500-999",421,"250-499",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0.4,"no"
"664","664",2204080,"236028e3abfc3fa96a75930d075d8f88","dell","l","windows 7","SB","Distribution & Services","transportation","US","America_North",1,2009,"2005-2009",1,"1",1,"1-4","10-49",10,"5-24",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"665","665",2204650,"2419c1939f35c96f5efa610a4e876e51","dell","d","windows xp","MM","Manufacturing & Resources","manufacturing","US","America_North",1,2004,"2000-2004",1,"1",10,"10-19","100-499",124,"50-249",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"yes"
"666","666",2204669,"242ae8537f97f14dfa6e46f460fc9b1d","hp","l","windows xp","MM","Manufacturing & Resources","construction","Rest of MEA","Asia",1,2009,"2005-2009",1,"1",1,"1-4","100-499",262,"250-499",0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,"yes"
"667","667",2205608,"23280a43431de15e6902d28ff10a5e2b","dell","d","windows xp","MM","financial services","finance","US","America_North",1,2010,"2010-2014",1,"1",4,"1-4","100-499",154,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"668","668",2207630,"23528b4067ab4f5bf441337216039d3a","dell","d","windows 10","MM","Distribution & Services","energy","Germany","Europe",1,2014,"2010-2014",1,"1",7,"5-9","50-99",58,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0.333333333333333,"no"
"669","669",2208487,"2377c49f07ebe7df93e6329f0d19526b","dell","d","windows xp","MM","Manufacturing & Resources","engineering","Rest of WE","Europe",1,2007,"2005-2009",1,"1",9,"5-9","100-499",85,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"670","670",2208709,"240540cf3caa7968cbcd256d410f22b0","hp","d","windows 7","ENT","it services","software","Rest of WE","Europe",1,2011,"2010-2014",1,"1",64,"50+","500-999",557,"500+",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"671","671",2208734,"2390483b9f36e8d5bb6a90a5ddedb525","dell","d","windows 7","MM","distribution & services","healthcare","UK","Europe",1,2013,"2010-2014",1,"1",10,"10-19","50-99",60,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.333333333333333,"no"
"672","672",2208986,"23757a573c926ac9cb94ed7af5921f6d","dell","l","windows 7","MM","Manufacturing & Resources","engineering","US","America_North",1,2015,"2015+",1,"1",9,"5-9","500-999",421,"250-499",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"673","673",2209044,"23e018ff30541ec42aaeb94d879034bc","hp","d","windows 7","MM","Financial Services","finance","US","America_North",1,2014,"2010-2014",1,"1",34,"30-49","100-499",341,"250-499",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"674","674",2209049,"23d9014b262c6dd7bacc3b8b489bfd1e","hp","d","windows 7","MM","it services","software","Germany","Europe",1,2010,"2010-2014",1,"1",10,"10-19","100-499",196,"50-249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5,"no"
"675","675",2209742,"237d7ac12dc1f92027e2f220eee2b26a","dell","d","windows xp","ENT","Health","healthcare","UK","Europe",1,2003,"2000-2004",1,"1",20,"20-29","1000+",1387,"500+",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"676","676",2209786,"23267198453714c9ddc7a62017aa6fc2","lenovo","l","windows xp","MM","Distribution & Services","retail","China","Asia",1,2009,"2005-2009",1,"1",3,"1-4","100-499",235,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"677","677",2210557,"232a88b708a21b9222054d1df23fdb57","other","d","windows xp","MM","Health","healthcare","Italy","Europe",1,2014,"2010-2014",1,"1",33,"30-49","100-499",101,"50-249",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"678","678",2210697,"23ae3c5afe9895cbeadd83c894562a7e","dell","l","windows 7","MM","it services","software","US","America_North",1,2008,"2005-2009",1,"1",14,"10-19","100-499",344,"250-499",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,"yes"
"679","679",2210950,"232e7a4fdc477838ae4425de4829f7f1","acer","d","windows xp","PUB","public","education","US","America_North",1,2004,"2000-2004",1,"1",2,"1-4","500-999",951,"500+",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"680","680",2211047,"23a1aa2fdce18f62a0d9173cdbbc5f0c","dell","d","windows 7","MM","Health","healthcare","US","America_North",0,2012,"2010-2014",6,"4-9",17,"10-19","100-499",157,"50-249",0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,"yes"
"681","681",2212006,"22f8eb2be8e89febe4ae64da6e626db6","hp","l","windows xp","PUB","Public","education","UK","Europe",1,2009,"2005-2009",2,"2",2,"1-4","100-499",173,"50-249",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"yes"
"682","682",2212891,"239cd1cc6c3732a67035244ed9083304","lenovo","d","windows 7","MM","manufacturing & resources","engineering","Canada","America_North",1,2014,"2010-2014",1,"1",4,"1-4","100-499",272,"250-499",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,6,0.5,"no"
"683","683",2213061,"23029a012e932e7c3fb4084fa5cabe76","hp","l","windows vista","MM","Manufacturing & Resources","manufacturing","US","America_North",1,2007,"2005-2009",1,"1",7,"5-9","100-499",208,"50-249",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0.6,"yes"
"684","684",2215741,"23f9f15fe7eda186e4d65bf78f43e2c2","hp","d","windows xp","MM","Manufacturing & Resources","energy","Rest of MEA","Asia",1,2011,"2010-2014",2,"2",6,"5-9","100-499",150,"50-249",0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,"yes"
"685","685",2216352,"237d7ac12dc1f92027e2f220eee2b26a","dell","d","windows xp","ENT","Health","healthcare","UK","Europe",1,2005,"2005-2009",4,"4-9",20,"20-29","1000+",1387,"500+",0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,"yes"
"686","686",2217399,"2321ecd52b0341d265f6f816fec2b908","hp","d","windows xp","MM","Manufacturing & Resources","energy","Italy","Europe",1,2002,"2000-2004",1,"1",9,"5-9","100-499",94,"50-249",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.75,"yes"
"687","687",2219442,"23a1a7d08568a220cbd9917e27111f80","dell","d","windows 7","ENT","distribution & services","retail","UK","Europe",1,2010,"2010-2014",1,"1",40,"30-49","500-999",769,"500+",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"688","688",2219591,"23c01a97a840ac881d0bc099180d1736","lenovo","l","windows 8","SB","Unclassified","other","UK","Europe",1,2013,"2010-2014",1,"1",2,"1-4","1-9",3,"1-4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.25,"no"
"689","689",2219880,"242323e56d2bb105c77860c810756276","dell","d","windows xp","ENT","Unclassified","other","Rest of Latam","America_South",1,2005,"2005-2009",1,"1",14,"10-19","500-999",813,"500+",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"yes"
"690","690",2220855,"237550d79b1154dc52ef6d5ec6c6bee4","dell","d","windows 7","MM","Unclassified","other","Brazil","America_South",0,2012,"2010-2014",1,"1",3,"1-4","50-99",43,"25-49",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,0.4,"no"
"691","691",2220941,"23c63dd38b8ace5710178d5cafc633ec","hp","d","windows 7","MM","Distribution & Services","non-profit","US","America_North",1,2011,"2010-2014",1,"1",13,"10-19","100-499",229,"50-249",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"692","692",2221269,"22e29c0c8f2a7cf615abb00dac25ddf9","lenovo","d","windows 7","PUB","Public","education","US","America_North",0,2014,"2010-2014",3,"3",9,"5-9","1000+",807,"500+",0,0,0,0,3,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0.666666666666667,"yes"
"693","693",2221544,"22f6c070be1676bed9243f8e4c61be83","dell","l","windows 7","ENT","Manufacturing & Resources","engineering","US","America_North",1,2013,"2010-2014",1,"1",24,"20-29","1000+",1027,"500+",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,6,0.5,"no"
"694","694",2221655,"2332f33e4ca7da89b961a16458de3655","dell","d","windows xp","MM","IT Services","software","Rest of WE","Europe",1,2010,"2010-2014",1,"1",13,"10-19","50-99",45,"25-49",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
"695","695",2221766,"23b59f67784fb9f04029eb602802e772","dell","l","windows 10","MM","Unclassified","other","Rest of WE","Europe",1,2012,"2010-2014",1,"1",2,"1-4","50-99",51,"50-249",0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,8,0.875,"yes"
"696","696",2223827,"247ad9987f1a172022018adde18644ab","dell","d","windows 7","MM","Distribution & Services","retail","US","America_North",1,2009,"2005-2009",1,"1",9,"5-9","10-49",37,"25-49",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.666666666666667,"yes"
"697","697",2224552,"2401b156a9d836aeffdfe55abc08d078","gigabyte","d","windows xp","MM","manufacturing & resources","manufacturing","Rest of APAC","Asia",1,2012,"2010-2014",1,"1",9,"5-9","100-499",125,"50-249",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.6,"yes"
"698","698",2225012,"22f8eb2be8e89febe4ae64da6e626db6","dell","d","windows xp","PUB","Public","education","UK","Europe",1,2004,"2000-2004",3,"3",2,"1-4","100-499",173,"50-249",0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,"yes"
"699","699",2225214,"22f6c070be1676bed9243f8e4c61be83","dell","l","windows 7","ENT","Manufacturing & Resources","engineering","US","America_North",1,2012,"2010-2014",1,"1",24,"20-29","1000+",1027,"500+",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.5,"no"
